binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,uniform corr 1,multicollinearity 3,duplicate_2,multicollinearity 1,random choice 2,multicollinearity 2,pd qcut1,correlated w target 2,outliers 2,uniform corr 2,outliers 1,target,correlated w target 1,multicollinearity 4,pd qcut3,random choice 7,informative_1,corr_feature_class,random label num 12,class,scaling_combined,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random label num 3_label num lo 2,random label num 3_label num lo 3
0,0.01,0.001,0.001,0.001,0.501,0.001,0.001,0.006,0.001,0.08751237138324847,-3.3226945191768524,-0.6029087394237289,-3.257122012237343,0,-0.1854875600780765,0,0.5362058188336176,3.6411674072145637,0.43376206112792837,0.5780812536943146,-0.7787995328172614,0.46647859708891254,-1.0119732980444414,0.187,0.146,-0.9818223692718706,-7.065388507290498,0.083,0.0,42198.597344779315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.007,0.002,0.001,0.001,0.501,0.001,0.001,0.006,0.001,0.002366608748497773,-0.31258832448354823,-0.8684736982130625,-3.257122012237343,0,0.625534813462811,0,-1.9802699728652264,0.6213208827789969,0.6861216432510677,-1.1393793209621936,-1.4095077382894128,-2.628487905838785,-1.2441102611451795,0.19,0.205,-0.7720245152446694,-7.065388507290498,0.088,0.0,57549.59035557949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.012,0.001,0.001,0.201,0.501,0.001,0.386,0.568,0.001,0.6783975773750075,0.9908092084863324,1.9237179710396748,-0.5059912365270862,0,0.06200278400691508,0,2.5203959744352824,2.537016864538197,0.6449379012686516,-1.7204620469697087,3.7371875795382756,3.3579041185423755,1.109767758683272,0.241,0.205,2.0468611161145427,5.442670506677745,0.074,1.0,50455.74120109214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.013,0.003,0.001,0.201,0.501,0.164,0.386,0.568,0.001,0.580961890574657,1.2206302131698967,-0.6006383126936574,-3.001688652335579,0,-2.1543382157452746,0,0.39582941137004757,2.9765495398736737,0.5867686243031414,-0.7167032884354527,-1.1011820938479864,0.5364274549267538,-0.3813670871225768,0.19,0.128,0.12570856335320868,-7.065388507290498,0.083,1.0,63267.04028316436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.12769218826713302,-3.3226945191768524,0.3020768829496563,-3.257122012237343,1,0.606078529092845,1,4.266795706591809,0.8745899752011783,0.0010112290325865279,-1.1278880240589257,1.0688628488331013,-0.6180562213785985,-0.5235102968500335,0.188,0.205,-0.6758610688754207,-7.065388507290498,0.084,0.0,44624.04292665188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.001,0.011,0.001,0.201,0.501,0.001,0.001,0.005,0.001,0.002366608748497773,-0.37092268913956117,2.049386774778182,-0.6922716209522547,1,-0.4997807409113544,0,1.6908374214725035,1.3646787134149343,0.9728783607737114,1.7268957317541158,3.8910461737422546,4.045263729356792,-0.7018988722581527,0.241,0.13,2.4369704797733713,-7.065388507290498,0.085,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.118,0.001,0.201,0.501,0.001,0.001,0.009,0.001,0.22891889392084047,-0.807969716441128,-1.6121083423857887,0.05261992964023632,0,-0.6047653814519874,0,-1.9959840277955516,4.4788434419340035,0.2555702164439473,-6.2473078803754785,-3.241287235129236,-7.205914691353773,-0.6832479121812282,0.096,0.205,0.03770957513286011,2.3799624340241863,0.088,0.0,55056.73530769307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.013,0.002,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.002366608748497773,-0.007229008444068065,-0.9308076947076896,-3.257122012237343,1,0.5560557317181151,0,-1.1547231209554032,1.5924878437944237,0.4608494628642372,2.0179442813827326,-2.2532236214555366,1.001918197957325,-0.48784119646457075,0.19,0.146,1.631668884161841,-0.6384026599722028,0.07,0.0,72433.64019854569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.016,0.001,0.001,0.001,0.001,0.001,0.386,0.568,0.001,0.8441895224564817,0.6087314370875447,1.4508012573641187,0.2831626860351927,0,0.8413073355715189,0,5.790429709899332,1.8196240623373794,0.9184688940667433,0.41638019677587496,4.301411559277834,6.884483272325067,0.4181917843090041,0.241,0.128,-3.290339942633199,7.709356248754752,0.09,1.0,40795.504766517886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,0.005,0.002,0.052,0.001,0.501,0.164,0.386,0.568,0.161,0.002366608748497773,-1.3729080435444565,2.0670070341319167,1.217747341988649,0,0.9868938724935028,0,6.2548886796352114,3.9381985139973104,0.963585664912854,-1.4141418149552338,5.247653249929163,1.329141059641751,-1.3627947732907624,0.241,0.205,-2.0266366775759543,-7.065388507290498,0.09,1.0,50835.838032566375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0.015,0.118,0.001,0.001,0.501,0.164,0.386,0.568,0.161,0.7887272319958152,0.8211701018814149,0.08102980154775696,-1.1589988702197085,0,-0.9256210314831153,1,1.421636749871674,6.026044859671861,0.5229734439190147,-4.633002155366271,0.3191050568323599,-1.2483262466373108,-2.9796564104369945,0.187,0.146,0.2595089820664265,-0.003763209469636042,0.088,1.0,47877.36812647921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.004,0.003,0.001,0.001,0.001,0.001,0.386,0.568,0.001,0.4544790700118651,0.11291953719987582,-0.3887539456874972,0.7110431934393183,1,0.28905831012721195,0,-2.568927029730763,2.10285898195831,0.0010112290325865279,-6.2473078803754785,-0.3265879599052022,0.6201265706039654,-0.043356721651056654,0.187,0.13,-0.9601279732339767,-7.065388507290498,0.07,0.0,40361.42658366453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.002,0.001,0.052,0.001,0.501,0.001,0.386,0.568,0.001,0.5754734535271984,-3.3226945191768524,-0.43362008525108187,1.2708977214654762,0,2.32476445882804,0,1.398603056031904,4.584091041657283,0.02437894923288528,-0.1889288314186535,-1.4232034165166239,-2.811797662281593,0.6946642899520858,0.19,0.13,2.426086223343183,-7.065388507290498,0.088,0.0,66538.19258522577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.001,0.23324858927320158,0.5329334496647344,-1.5472250167552453,0.7644347911244134,1,-0.5874649180628603,0,-1.3981909480540051,2.7047375848323645,0.09585400175037356,-6.2473078803754785,-2.7372271713814933,-1.2331694791016563,1.1748479758090582,0.096,0.128,-1.1979716340773738,-7.065388507290498,0.083,0.0,53861.63146454844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.001,0.005,0.001,0.001,0.001,0.164,0.386,0.568,0.161,0.1755657136541519,0.6691762823101408,-1.2144469551568595,-0.10784880118455463,1,0.30722617284270476,0,2.3777865494759203,5.254647450179325,0.34282931468510375,-0.02419436832420925,-2.413008582951967,-10.27692159267777,1.507556224170322,0.19,0.205,0.11666873188177418,-7.065388507290498,0.07,0.0,34658.582261006755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.003,0.001,0.001,0.501,0.001,0.001,0.568,0.161,0.039299835764203025,-1.8029009817748487,-0.6447783965400544,-1.6385070399369293,1,-0.1532071431416433,0,-1.3785787345561666,1.7914873265798947,0.22980078512590063,-0.020656683816370012,-1.5515853699780557,1.9213484625465715,-1.328249315533055,0.19,0.146,1.3301372840786625,-7.065388507290498,0.085,0.0,62874.979551811375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.003,0.001,0.001,0.201,0.001,0.001,0.001,0.006,0.001,0.24197532488708706,-3.3226945191768524,-0.16128878381921352,1.706232515306785,0,1.2813700814009645,1,1.0436397427259676,0.6034192660656217,0.3324013090302633,-0.8378364565549689,0.07340338797452206,0.3254614649396347,0.5687954862473606,0.187,0.13,-0.665227145810336,-2.720944388921997,0.083,0.0,52346.05023280141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.011,0.003,0.001,0.201,0.501,0.001,0.001,0.568,0.001,0.4996543933142545,1.127953394548928,0.32954461318114314,-0.042923812711443576,0,-3.168437408866133,1,-10.089042710921827,2.7605053879408796,0.6599902168042058,-0.38502703655178283,1.2244644052738665,-1.0879068587989555,0.8498104590057295,0.188,0.146,-1.003398424787518,6.198804238287418,0.09,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.009,0.002,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.42710979893230716,0.39145009077670356,-0.47677322315346016,-2.222689685586587,0,-1.2368376548663182,0,-0.7319932749016289,2.174604288264834,0.2997088867264514,0.11116937280477737,-0.5100448035827425,0.6960320133283175,0.4232325300049944,0.187,0.13,-0.9771861192032035,3.7730933903753767,0.085,0.0,45988.520963593124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.004,0.008,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.7139645626832981,0.1647960329224238,0.7048517946407835,-0.3510663246737022,1,0.5718665821799815,1,3.557342964153163,3.389560253786722,0.9481451513018926,-6.2473078803754785,1.8402246618511737,3.742550064864191,0.3832543328127606,0.188,0.13,-0.3672097975303532,12.171878726400408,0.083,1.0,57060.38576078364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.008,0.008,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.6726570424855631,-0.564851545615247,0.03835220406982376,-0.8402521745603196,0,-1.2456975602145444,1,-0.5304352323240852,3.542673304636032,0.8775240282252363,-0.4411599887254527,0.2850504466269492,-2.175286886207357,0.018657188840665292,0.187,0.13,0.06544245839929441,-7.065388507290498,0.085,1.0,44933.35581752263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.004,0.118,0.052,0.001,0.501,0.001,0.386,0.568,0.001,0.9395163244148479,-1.5865041912961164,3.4193940816049477,-3.257122012237343,0,-1.4450210782838844,1,6.855295557588901,6.768099405209234,0.9695003009860981,-1.1067705820243323,8.228605189249649,0.5858489238298166,-1.8565421009377236,0.241,0.146,-2.313489660808804,-7.065388507290498,0.092,1.0,14524.28221070246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.011,0.002,0.001,0.201,0.001,0.001,0.386,0.012,0.001,0.002366608748497773,0.04968509346035991,-0.04004040718033264,0.6513464580260233,0,0.7505669866770824,1,2.222954414403737,5.034434508795945,0.3369879271789816,0.2473327077247093,0.2461272788081202,-10.27692159267777,-0.09640269100567364,0.187,0.146,-0.37100435099479534,-7.065388507290498,0.083,1.0,59928.596817153244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.001,0.002,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.9824547025883886,-0.6610961541769511,3.547011321336515,-0.04227853984704721,0,-3.168437408866133,1,4.169270475545208,6.453478403185252,0.0010112290325865279,-6.2473078803754785,8.54296336521608,2.0076528731686794,-0.4970667242441846,0.241,0.205,-2.4524549056930836,6.24126619241962,0.083,1.0,59526.24386418999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.002,0.118,0.001,0.001,0.001,0.001,0.386,0.568,0.001,0.06059558011471398,0.8768663640985507,-2.510282567290737,-0.30665969465927795,0,-0.16208202518103826,0,-4.80897330179314,3.3410233278507717,0.23560562397635132,-0.7053437755190615,-4.700906344131794,-5.0669881569170965,0.9417591804677801,0.098,0.146,-1.532181706927974,-7.065388507290498,0.083,0.0,35555.99766797936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.006,0.002,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.002366608748497773,-0.7463795091654616,-1.6587103622990578,-1.0072043782075506,1,0.41970098699719877,0,-4.274478814693914,5.626341882664676,0.40094060539782456,1.2160055966695695,-3.011643225407473,-5.077906822324763,-0.910940260900753,0.096,0.13,-1.0772652182403666,-7.065388507290498,0.083,1.0,41566.80853175887,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.009,0.008,0.001,0.001,0.501,0.001,0.001,0.007,0.001,0.020698107906822243,0.5961240502386074,-0.33698764825019656,0.3086238096511731,0,0.45199023347143846,0,2.1091299092753557,2.795247601161859,0.4339203967604142,-2.591990825120248,-0.3844158621828906,-2.233564939634731,0.8310762594278285,0.187,0.115,-0.38921959089271496,1.4460199847252895,0.083,1.0,63454.509608347624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.009,0.002,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.002366608748497773,1.1225470249347451,0.22845198918759446,-0.5726246659232761,0,0.8036030271653558,1,-0.9149677283627378,4.3165844001395595,0.5113865141694239,0.20043454125276278,0.25596860899034335,0.014090614126708867,1.428533066094799,0.187,0.115,1.5416843475219357,3.1859810961779385,0.088,1.0,46376.908219200246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.015,0.118,0.001,0.001,0.501,0.001,0.001,0.012,0.001,0.19488210481772744,-1.5708883266470255,-0.41942486717601346,-1.087291213981897,0,-1.3150448692804364,0,0.5356051017236012,-3.2535557092954095,0.2132664862355193,0.5853528406544217,-0.4583468232396994,-10.27692159267777,-1.581672224298733,0.187,0.146,-0.7365003859345558,-7.065388507290498,0.085,1.0,58040.3005117404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.011,0.005,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.002366608748497773,-3.3226945191768524,1.1878818825121904,-1.5333853698984234,1,-1.1032147932973646,1,3.8021526476811798,2.9304244284554524,0.9024233220894675,-0.7689712947344567,2.3939844448233685,1.2011038757645771,0.644577641624049,0.188,0.13,1.2595746835485517,7.43939665419294,0.093,1.0,25367.102151665593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,0.002,0.004,0.001,0.001,0.501,0.164,0.386,0.568,0.161,0.7930210294377856,-3.3226945191768524,0.48852981613995416,1.3711807210370728,0,0.8576581611269763,1,1.3274029712033357,2.254709123504119,0.7638802662289621,-2.5959397676001483,1.1956592855851775,-1.302453803831009,-0.6394547418108486,0.188,0.115,0.24639274266123934,-7.065388507290498,0.083,1.0,45007.975462620736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.008,0.001,0.001,0.001,0.501,0.001,0.001,0.014,0.001,0.7089785236359604,0.01740653558420164,-1.4136062056917957,0.6136422725264018,1,0.9632720640185779,0,-0.4805005710176802,-0.08563399259709392,0.23619969515760864,-0.5056942746090379,-2.533092462263891,-1.098871247588005,0.0629426421515672,0.096,0.146,-0.9203967684011801,-7.065388507290498,0.075,0.0,55032.68127700894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.008,0.001,0.001,0.001,0.501,0.001,0.001,0.568,0.161,0.5727749893882582,-3.3226945191768524,1.6135754809776244,0.10797238509558273,0,-0.041273072436355425,0,1.9753954562725022,6.8487759112674045,0.902929753712485,-0.5510068212212603,3.7261301300966587,6.455398575623281,-0.24110501275919521,0.241,0.205,-0.16358586148092058,-0.017923292168892768,0.074,0.0,33674.68229392159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,0.002,0.118,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.7839532106483147,1.228233245469751,1.1935600256613847,-0.5237713102506352,1,0.23935151657554765,1,0.6794719429760205,0.6134758620259584,0.8940911388225801,-0.21912352693761988,3.666647357395271,-2.3089287748335128,1.1332004760847914,0.241,0.115,-3.0064857040360815,-7.065388507290498,0.083,1.0,69851.35950648376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.003,0.001,0.201,0.501,0.001,0.001,0.009,0.001,0.9591401850661426,0.9412808076550641,3.909761909687836,-0.6053093012696577,0,-0.7315317383426803,0,5.083281447914748,2.460290054192929,0.9990420330396326,0.8523766003163114,8.887876169328786,3.345309899147746,-0.30723938219393554,0.241,0.13,-0.9906155433694105,-7.065388507290498,0.088,1.0,14524.28221070246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.006,0.004,0.001,0.201,0.001,0.001,0.001,0.568,0.001,0.4806993787974567,-0.40541074772318775,-0.8234067531806701,-0.6176505547165776,0,0.20221754835432282,0,-1.7574530653409461,1.8787287420948116,0.5119683477932077,0.08394462450151917,-2.0519110588128235,-2.4806411571663736,-0.26273990711664985,0.19,0.205,1.7287715568502398,-7.065388507290498,0.083,0.0,44252.017584340276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.004,0.118,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.9409371148837835,-1.4516854282379639,-0.6424123882202128,1.7135885173685805,0,1.2333962379989991,0,-10.089042710921827,3.523782538134016,0.41941958251828915,-2.7340072271800384,-0.8773567700397239,0.5119201811771907,-1.7950735866709835,0.187,0.115,-0.9345811293316918,-0.9449337464562024,0.083,0.0,39813.29075555117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.003,0.001,0.001,0.001,0.501,0.001,0.386,0.568,0.001,0.13297261443784647,0.8617518137447684,-1.3338201851664797,-3.257122012237343,1,1.8768355882812844,0,-1.2020209882900472,4.212681827133433,0.33229445771180166,0.8114391795957806,-2.4310551255406807,-3.3088961559477497,1.2415157947842268,0.19,0.146,-0.6874550295611617,0.28884754862031725,0.084,1.0,14524.28221070246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.002,0.004,0.001,0.001,0.001,0.001,0.386,0.006,0.001,0.002366608748497773,1.4410988832266851,-0.5836238223252757,-3.257122012237343,0,1.5224224128726584,0,-0.21060748340018165,2.2357861805166768,0.31494423791044,-6.2473078803754785,-1.80082411217753,2.503654854414451,-2.9796564104369945,0.19,0.128,2.6169036158776837,-7.065388507290498,0.092,0.0,48054.613993355255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.001,0.118,0.001,0.001,0.501,0.001,0.001,0.012,0.001,0.25928553685972455,-0.8768778770875034,-1.4226197276104604,1.4103459241414744,0,-3.168437408866133,0,-3.8285291873278466,6.123537878960224,0.6170509028870454,-0.014395944296443988,-2.459719551253124,0.45076375297028615,-0.0018408679201427415,0.096,0.13,-1.2340496420189209,1.4032695769496017,0.093,0.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.012,0.118,0.001,0.201,0.501,0.001,0.001,0.009,0.001,0.1185371423977466,0.20405923886004712,-1.2916190122434221,-3.257122012237343,1,1.23889885103898,0,-0.4779463691130832,2.2180843670599018,0.022076618784455753,0.39962435072103597,-2.8359943820989746,-10.27692159267777,0.845756997522458,0.096,0.205,0.9888942527076575,3.813574211618018,0.07,0.0,65931.5982725639,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.002366608748497773,-1.2446653899014017,-1.6112729307693643,-0.9359952903671266,0,-0.7456783619599452,0,-1.7108833161211359,1.6063814682043873,0.40319522650891243,0.1512942561251441,-3.463100851800121,0.4803687372350389,-2.9796564104369945,0.098,0.115,0.7944730413196981,-7.065388507290498,0.09,1.0,39510.61068320581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.008,0.003,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.002366608748497773,0.7257584385984354,1.547818853690373,-3.257122012237343,0,0.9040449585838172,1,-0.0805528947656926,1.8697899144258887,0.9033399800773041,1.2244519278310801,3.085453993852708,3.802531468265749,0.5888138675560733,0.241,0.115,1.5281307620150852,1.8387627324380278,0.092,1.0,56346.83292881351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,0.005,0.003,0.001,0.201,0.001,0.001,0.386,0.568,0.001,0.502583978341194,-0.5424310704082018,0.03654153022841422,-3.257122012237343,0,-0.6834264775070364,0,-1.2192403418225344,2.8427224517217713,0.6551583270293777,-0.15236344646870392,0.3016622924452146,1.642702123527716,-0.5782719180445878,0.187,0.146,-0.0039023747910411632,3.45281046179449,0.075,1.0,55439.39348543067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.004,0.004,0.001,0.001,0.001,0.001,0.386,0.009,0.001,0.8777272180608637,-0.3647214357347863,2.164633600240614,0.22069005349165208,0,1.0755422769194791,0,3.744588990695191,6.404276150486182,0.9151632352125167,1.1913466061256888,5.117535011519678,3.7046427074915282,-0.8288609115983834,0.241,0.13,-0.8786791686740647,-7.065388507290498,0.074,1.0,37711.75868226115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,0.003,0.009,0.001,0.001,0.001,0.001,0.386,0.012,0.001,0.12681473838066454,-1.1781498042933511,-0.14632968510417,1.894223693687574,1,-3.168437408866133,1,1.2127584135699834,2.0590785964849947,0.28972180557482496,0.4481800154355564,-0.0008297979718316917,2.9030771890307068,-1.1038210214688922,0.187,0.146,-0.3055700284624254,-7.065388507290498,0.07,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.002,0.003,0.001,0.001,0.501,0.001,0.001,0.004,0.161,0.2785561343357017,1.45175122740238,-0.25171859621292303,-0.4130008810019131,1,1.1061763800588087,0,-1.0676747916655824,5.163725739587797,0.6080369598965938,3.1885197006711294,-0.08037136624690688,-0.2632699227366161,0.9866780434130402,0.241,0.13,-0.8002129159765416,-7.065388507290498,0.083,0.0,57759.40386463485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.018,0.118,0.001,0.001,0.501,0.001,0.386,0.006,0.161,0.002366608748497773,1.7136650998787164,-0.03100730842597943,3.0742201069791024,0,1.8605660329559743,0,-0.3361774075108698,-1.9319326278110251,0.8991384648094038,-0.35619268785666536,0.3776294543436757,-5.475823854843072,0.9436718212046585,0.187,0.146,-0.7505911520186774,3.640168318153478,0.083,0.0,24150.691588391437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.005,0.002,0.001,0.001,0.501,0.001,0.386,0.008,0.001,0.002366608748497773,-2.2944554948410896,-0.2810489524479556,-0.1975211718200574,0,-0.13081128346665982,0,-0.7327242162219224,1.3944052235163575,0.37484212520167204,0.09763277649610201,-0.5724414786071192,0.21115347683604963,-2.0222290261053777,0.187,0.13,0.6525723778990105,-7.065388507290498,0.085,1.0,51373.14706180538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.001,0.011,0.001,0.201,0.001,0.001,0.001,0.005,0.001,0.002366608748497773,-1.0186299207780194,-0.6986130172434446,0.607369928962222,0,-0.2079210693032253,0,-0.6682010438151722,0.5512411470890366,0.3140553599044847,-6.2473078803754785,-1.0261143964141768,0.8591896921626356,-0.5826288750653807,0.187,0.13,-0.8384585300999574,1.8297431629334466,0.075,0.0,56325.65036957692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.002,0.005,0.001,0.001,0.501,0.164,0.001,0.568,0.001,0.002366608748497773,1.553918748732685,-2.968690366187692,-0.39293674298051867,1,-0.6222441463395424,0,-4.950843187187248,3.068863549944628,0.4459957057163989,2.333674581948538,-5.61648207426748,-8.01323375120203,-2.9796564104369945,0.098,0.205,-1.7559732458630797,-4.186042559404063,0.093,0.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.029,0.001,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.002366608748497773,-2.0705137102179894,-0.9396906335472068,-1.2809441894924891,1,-0.4206402400992151,0,-3.2114371584680805,4.9470038190445385,0.20933897855830558,-0.18557487449564292,-2.0522036174431877,0.5900075204962614,-1.78230951313298,0.19,0.146,0.8869521904343975,-7.065388507290498,0.083,0.0,60195.341774359906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.002,0.118,0.001,0.001,0.001,0.001,0.001,0.014,0.001,0.8091263438373204,-0.6206726984177267,-0.33829148167801093,-0.9446906740672593,1,-0.6492167251021965,0,-10.089042710921827,4.775762818695516,0.6403845971138888,0.145356278807979,-0.5610348441837318,-1.4827842439483938,-0.4456540949369678,0.187,0.146,0.19908168887326094,-7.065388507290498,0.09,1.0,65226.38178043592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.011,0.004,0.001,0.001,0.001,0.001,0.001,0.568,0.001,0.002366608748497773,-0.467494933440406,-1.3175631030344777,-0.0057625790506375925,0,-0.37837770937137233,0,-2.332368060056132,4.518843858034759,0.0739977944744549,2.786665967857558,-2.2919222457864326,-1.3699970327066695,-0.5495214113428937,0.19,0.146,-1.0405088385936176,0.24579991149925018,0.083,0.0,27334.191908101675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.003,0.006,0.052,0.201,0.001,0.001,0.001,0.568,0.001,0.833139666861311,0.2930804393981792,1.600586836298887,-1.2506718850894767,0,-1.5551578996478592,1,0.751958929522814,5.8816480725359295,0.9595242490908458,-0.7842974263666308,4.590607140866034,-0.2119719967242033,0.6733319849595232,0.241,0.146,-3.183471557006158,-7.065388507290498,0.074,1.0,14524.28221070246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.007,0.003,0.001,0.001,0.501,0.001,0.001,0.568,0.001,0.21825539938141403,1.0814301538049969,-1.1610356099015724,-3.257122012237343,0,-3.168437408866133,0,-6.903651240255248,3.4489188551265197,0.17910039486024465,-0.8607218270014567,-2.727830839278072,-0.5260689353465348,0.9358942077462732,0.096,0.115,1.5692747980801651,-7.065388507290498,0.088,0.0,39463.78813868974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
